wacky_kangaroo_hpot,.jpg,/home/cheithanya/Desktop/Finalyearproject/UI/backend/windos32/system32
quirky_penguin_hpot,.jpg,/home/cheithanya/Desktop/Finalyearproject/UI/backend/windos32/system32
